Over/Ball,Innings,Team,Batsman,Bowler,Commentary
19.1,2,BAN,Tanzid Hasan Tamim,Brad Evans,"Brad Evans to Tanzid Hasan Tamim, 1 run, a low full-toss angling across Tanzid. He reaches out and slices it to deep backward point"
19.2,2,BAN,Mosaddek Hossain,Brad Evans,"Brad Evans to Mosaddek Hossain, <b>out</b> Bowled!! <b>Knocked him over!</b> The crowd has come alive! A low full-toss angling in on off, Mosaddek clears his front leg and tries to smash it through covers but gets beaten on the under-edge and the ball crashes into the base of the off-stump. He would be gutted with himself for missing a straight one. This game is not over yet. <b>Mosaddek Hossain b Brad Evans 1(3)</b>"
19.3,2,BAN,Mohammad Saifuddin,Brad Evans,"Brad Evans to Saifuddin, <b>out</b> Caught by Ryan Burl!! <b>Two in two for Evans!</b> Bangladesh are making life difficult for themselves! Fuller length delivery shaping across Saifuddin. He shuffles across and mistimes his expansive shot over wide mid-on. Burl runs in from the deep and takes it easily. This is turning out to be a nail-biter. <b>Saifuddin c Ryan Burl b Brad Evans 0(1)</b>"
19.4,2,BAN,Mahedi Hasan,Brad Evans,"Brad Evans to Mahedi Hasan, <b>FOUR</b>, the game is done and dusted! <b>So much drama at the end but Bangladesh have prevailed!</b> A full-toss on off, Mahedi Hasan makes some room and hits it over extra cover for a boundary. Tanzid celebrates animatedly and has something to say to Evans. That stirs Evans up and there's another heated exchange between the two. Marumani steps in and tries to calm his mate down. What a game! <b>Bangladesh win the series 2-1</b>"
